Start Date,End Date,Visitor/Neutral,Home/Neutral
2011-4-25,2011-4-27,Portland Trail Blazers,Dallas Mavericks
2011-4-25,2011-4-27,Oklahoma City Thunder,Denver Nuggets
2011-4-26,2011-4-28,Atlanta Hawks,Orlando Magic
2011-4-26,2011-4-28,Indiana Pacers,Chicago Bulls
2011-4-26,2011-4-28,New Orleans Hornets,Los Angeles Lakers
2011-4-27,2011-4-29,Philadelphia 76ers,Miami Heat
2011-4-27,2011-4-29,Memphis Grizzlies,San Antonio Spurs
2011-4-27,2011-4-29,Denver Nuggets,Oklahoma City Thunder
2011-4-28,2011-4-30,Orlando Magic,Atlanta Hawks
2011-4-28,2011-4-30,Los Angeles Lakers,New Orleans Hornets
2011-4-28,2011-4-30,Dallas Mavericks,Portland Trail Blazers
2011-4-29,2011-5-1,San Antonio Spurs,Memphis Grizzlies
2011-5-1,2011-5-3,Memphis Grizzlies,Oklahoma City Thunder
2011-5-1,2011-5-3,Boston Celtics,Miami Heat
2011-5-2,2011-5-4,Atlanta Hawks,Chicago Bulls
2011-5-2,2011-5-4,Dallas Mavericks,Los Angeles Lakers
2011-5-3,2011-5-5,Boston Celtics,Miami Heat
2011-5-3,2011-5-5,Memphis Grizzlies,Oklahoma City Thunder
2011-5-4,2011-5-6,Atlanta Hawks,Chicago Bulls
2011-5-4,2011-5-6,Dallas Mavericks,Los Angeles Lakers
2011-5-6,2011-5-8,Chicago Bulls,Atlanta Hawks
2011-5-6,2011-5-8,Los Angeles Lakers,Dallas Mavericks
2011-5-7,2011-5-9,Oklahoma City Thunder,Memphis Grizzlies
2011-5-7,2011-5-9,Miami Heat,Boston Celtics
2011-5-8,2011-5-10,Los Angeles Lakers,Dallas Mavericks
2011-5-8,2011-5-10,Chicago Bulls,Atlanta Hawks
2011-5-9,2011-5-11,Miami Heat,Boston Celtics
2011-5-9,2011-5-11,Oklahoma City Thunder,Memphis Grizzlies
2011-5-10,2011-5-12,Atlanta Hawks,Chicago Bulls
2011-5-11,2011-5-13,Boston Celtics,Miami Heat
2011-5-11,2011-5-13,Memphis Grizzlies,Oklahoma City Thunder
2011-5-12,2011-5-14,Chicago Bulls,Atlanta Hawks
2011-5-13,2011-5-15,Oklahoma City Thunder,Memphis Grizzlies
2011-5-15,2011-5-17,Memphis Grizzlies,Oklahoma City Thunder
2011-5-15,2011-5-17,Miami Heat,Chicago Bulls
2011-5-17,2011-5-19,Oklahoma City Thunder,Dallas Mavericks
2011-5-18,2011-5-20,Miami Heat,Chicago Bulls
2011-5-19,2011-5-21,Oklahoma City Thunder,Dallas Mavericks
2011-5-21,2011-5-23,Dallas Mavericks,Oklahoma City Thunder
2011-5-22,2011-5-24,Chicago Bulls,Miami Heat
2011-5-23,2011-5-25,Dallas Mavericks,Oklahoma City Thunder
2011-5-24,2011-5-26,Chicago Bulls,Miami Heat
2011-5-25,2011-5-27,Oklahoma City Thunder,Dallas Mavericks
2011-5-26,2011-5-28,Miami Heat,Chicago Bulls
2011-5-31,2011-6-2,Dallas Mavericks,Miami Heat
2011-6-2,2011-6-4,Dallas Mavericks,Miami Heat
2011-6-5,2011-6-7,Miami Heat,Dallas Mavericks
2011-6-7,2011-6-9,Miami Heat,Dallas Mavericks
2011-6-9,2011-6-11,Miami Heat,Dallas Mavericks
2011-6-12,2011-6-14,Dallas Mavericks,Miami Heat
